-0.137423,-0.145331,-0.158763,-0.176935,-0.193329,-0.215735,-0.243152,-0.243152
-0.091048,-0.101951,-0.118167,-0.138922,-0.155932,-0.178748,-0.206381,-0.206381
-0.059269,-0.070060,-0.085896,-0.106031,-0.123082,-0.145481,-0.172294,-0.172294
-0.038347,-0.045066,-0.056613,-0.072291,-0.087676,-0.107916,-0.132160,-0.132160
-0.026638,-0.028244,-0.034609,-0.045071,-0.057241,-0.074176,-0.095050,-0.095050
-0.025158,-0.020524,-0.020743,-0.025173,-0.032375,-0.044711,-0.061316,-0.061316
-0.034861,-0.022794,-0.015853,-0.013391,-0.013689,-0.019992,-0.031330,-0.031330
-0.045751,-0.028428,-0.016391,-0.009018,-0.004559,-0.006480,-0.013812,-0.013812
-0.051330,-0.031739,-0.017358,-0.007613,-0.001868,-0.002038,-0.007297,-0.007297
-0.060144,-0.038174,-0.021337,-0.009110,-0.001796,0.000000,-0.003021,-0.003021
-0.072182,-0.047747,-0.028371,-0.013577,-0.004443,-0.000492,-0.001134,-0.001134
-0.087416,-0.060463,-0.038492,-0.021071,-0.009903,-0.003641,-0.001794,-0.001794
-0.114573,-0.086482,-0.063011,-0.043799,-0.030522,-0.021999,-0.017803,-0.017803
