-0.023296,-0.023296,-0.023296,-0.023296,-0.011696,-0.009629,-0.015561,-0.015561
-0.014210,-0.014210,-0.014210,-0.014210,-0.007190,-0.009682,-0.020100,-0.020100
-0.012514,-0.012514,-0.012514,-0.012514,-0.005448,-0.007893,-0.018286,-0.018286
-0.017778,-0.017778,-0.017778,-0.017778,-0.006321,-0.004400,-0.010548,-0.010548
-0.024016,-0.024016,-0.024016,-0.024016,-0.008413,-0.002502,-0.004888,-0.004888
-0.031223,-0.031223,-0.031223,-0.031223,-0.011728,-0.002222,-0.001357,-0.001357
-0.039392,-0.039392,-0.039392,-0.039392,-0.016271,-0.003581,0.000000,0.000000
-0.043834,-0.043834,-0.043834,-0.043834,-0.019003,-0.004880,-0.000150,-0.000150
-0.043834,-0.043834,-0.043834,-0.043834,-0.019003,-0.004880,-0.000150,-0.000150
-0.043834,-0.043834,-0.043834,-0.043834,-0.019003,-0.004880,-0.000150,-0.000150
-0.043834,-0.043834,-0.043834,-0.043834,-0.019003,-0.004880,-0.000150,-0.000150
-0.043834,-0.043834,-0.043834,-0.043834,-0.019003,-0.004880,-0.000150,-0.000150
-0.043834,-0.043834,-0.043834,-0.043834,-0.019003,-0.004880,-0.000150,-0.000150
