-0.034882,-0.017901,-0.007936,-0.004092,-0.006129,-0.016722,-0.034254,-0.034254
-0.023305,-0.008732,-0.001279,0.000000,-0.004599,-0.017401,-0.036824,-0.036824
-0.019135,-0.006155,-0.000192,-0.000303,-0.005421,-0.018481,-0.037968,-0.037968
-0.021241,-0.008895,-0.003267,-0.003471,-0.007112,-0.018511,-0.036249,-0.036249
-0.024068,-0.012364,-0.007103,-0.007452,-0.009659,-0.019444,-0.035480,-0.035480
-0.027602,-0.016550,-0.011689,-0.012237,-0.013059,-0.021284,-0.035670,-0.035670
-0.031828,-0.021440,-0.017016,-0.017817,-0.017308,-0.024034,-0.036831,-0.036831
-0.034196,-0.024145,-0.019954,-0.020902,-0.019751,-0.025751,-0.037779,-0.037779
-0.034196,-0.024145,-0.019954,-0.020902,-0.019751,-0.025751,-0.037779,-0.037779
-0.034196,-0.024145,-0.019954,-0.020902,-0.019751,-0.025751,-0.037779,-0.037779
-0.034196,-0.024145,-0.019954,-0.020902,-0.019751,-0.025751,-0.037779,-0.037779
-0.034196,-0.024145,-0.019954,-0.020902,-0.019751,-0.025751,-0.037779,-0.037779
-0.034196,-0.024145,-0.019954,-0.020902,-0.019751,-0.025751,-0.037779,-0.037779
