-0.083373,-0.073138,-0.067963,-0.067267,-0.066006,-0.071309,-0.082097,-0.082097
-0.057730,-0.048253,-0.043945,-0.044204,-0.040613,-0.043851,-0.052793,-0.052793
-0.042486,-0.033092,-0.028824,-0.029090,-0.024810,-0.027402,-0.035737,-0.035737
-0.034985,-0.024864,-0.019722,-0.019002,-0.015406,-0.018398,-0.026908,-0.026908
-0.029131,-0.018438,-0.012633,-0.011185,-0.008218,-0.011572,-0.020232,-0.020232
-0.024912,-0.013804,-0.007554,-0.005644,-0.003256,-0.006939,-0.015729,-0.015729
-0.022311,-0.010951,-0.004478,-0.002381,-0.000527,-0.004510,-0.013416,-0.013416
-0.021611,-0.010189,-0.003689,-0.001601,0.000000,-0.004124,-0.013085,-0.013085
-0.021611,-0.010189,-0.003689,-0.001601,0.000000,-0.004124,-0.013085,-0.013085
-0.021611,-0.010189,-0.003689,-0.001601,0.000000,-0.004124,-0.013085,-0.013085
-0.021611,-0.010189,-0.003689,-0.001601,0.000000,-0.004124,-0.013085,-0.013085
-0.021611,-0.010189,-0.003689,-0.001601,0.000000,-0.004124,-0.013085,-0.013085
-0.021611,-0.010189,-0.003689,-0.001601,0.000000,-0.004124,-0.013085,-0.013085
