-0.256453,-0.256453,-0.256453,-0.256453,-0.216907,-0.187746,-0.167680,-0.167680
-0.184917,-0.184917,-0.184917,-0.184917,-0.148099,-0.123079,-0.108233,-0.108233
-0.141734,-0.141734,-0.141734,-0.141734,-0.107887,-0.086355,-0.075359,-0.075359
-0.110067,-0.110067,-0.110067,-0.110067,-0.079719,-0.061268,-0.052986,-0.052986
-0.083145,-0.083145,-0.083145,-0.083145,-0.056023,-0.040433,-0.034693,-0.034693
-0.060720,-0.060720,-0.060720,-0.060720,-0.036560,-0.023621,-0.020258,-0.020258
-0.042542,-0.042542,-0.042542,-0.042542,-0.021096,-0.010608,-0.009466,-0.009466
-0.029878,-0.029878,-0.029878,-0.029878,-0.011364,-0.003467,-0.004599,-0.004599
-0.021205,-0.021205,-0.021205,-0.021205,-0.005946,-0.000867,-0.004411,-0.004411
-0.014441,-0.014441,-0.014441,-0.014441,-0.002334,0.000000,-0.005911,-0.005911
-0.009461,-0.009461,-0.009461,-0.009461,-0.000399,-0.000735,-0.008968,-0.008968
-0.006144,-0.006144,-0.006144,-0.006144,-0.000021,-0.002951,-0.013459,-0.013459
-0.007154,-0.007154,-0.007154,-0.007154,-0.001376,-0.004378,-0.014754,-0.014754
