-0.116005,-0.092681,-0.074655,-0.061390,-0.053633,-0.054487,-0.062661,-0.062661
-0.088588,-0.066505,-0.049816,-0.037956,-0.031108,-0.032855,-0.041887,-0.041887
-0.072214,-0.051114,-0.035449,-0.024636,-0.018466,-0.020612,-0.029803,-0.029803
-0.064650,-0.044034,-0.028774,-0.018296,-0.012597,-0.014702,-0.023433,-0.023433
-0.058031,-0.037896,-0.023045,-0.012910,-0.007742,-0.009910,-0.018314,-0.018314
-0.052349,-0.032693,-0.018254,-0.008468,-0.003896,-0.006230,-0.014442,-0.014442
-0.047596,-0.028417,-0.014392,-0.004964,-0.001050,-0.003654,-0.011814,-0.011814
-0.045565,-0.026623,-0.012807,-0.003560,0.000000,-0.002779,-0.010964,-0.010964
-0.045565,-0.026623,-0.012807,-0.003560,0.000000,-0.002779,-0.010964,-0.010964
-0.045565,-0.026623,-0.012807,-0.003560,0.000000,-0.002779,-0.010964,-0.010964
-0.045565,-0.026623,-0.012807,-0.003560,0.000000,-0.002779,-0.010964,-0.010964
-0.045565,-0.026623,-0.012807,-0.003560,0.000000,-0.002779,-0.010964,-0.010964
-0.045565,-0.026623,-0.012807,-0.003560,0.000000,-0.002779,-0.010964,-0.010964
