-0.413979,-0.377552,-0.347186,-0.322343,-0.297873,-0.285051,-0.281889,-0.281889
-0.311241,-0.278281,-0.252032,-0.231800,-0.214539,-0.209065,-0.213265,-0.213265
-0.243722,-0.213962,-0.191182,-0.174602,-0.161179,-0.159632,-0.167771,-0.167771
-0.195423,-0.167580,-0.146713,-0.132034,-0.121425,-0.122217,-0.132273,-0.132273
-0.152404,-0.126185,-0.107003,-0.094051,-0.086142,-0.089192,-0.101112,-0.101112
-0.114716,-0.089821,-0.072086,-0.060680,-0.055349,-0.060570,-0.074300,-0.074300
-0.082393,-0.058513,-0.041982,-0.031936,-0.029048,-0.036350,-0.051834,-0.051834
-0.060643,-0.037933,-0.022657,-0.013923,-0.013015,-0.022017,-0.038959,-0.038959
-0.047548,-0.026600,-0.013029,-0.005911,-0.006502,-0.016817,-0.034921,-0.034921
-0.037156,-0.018215,-0.006599,-0.001351,-0.003283,-0.014813,-0.034031,-0.034031
-0.029321,-0.012604,-0.003160,0.000000,-0.003132,-0.015789,-0.036077,-0.036077
-0.023905,-0.009597,-0.002513,-0.001626,-0.005830,-0.019535,-0.040855,-0.040855
-0.022163,-0.009607,-0.004076,-0.004562,-0.008662,-0.022135,-0.043161,-0.043161
