-0.080039,-0.054021,-0.034745,-0.021450,-0.012586,-0.013114,-0.021480,-0.021480
-0.064234,-0.039727,-0.022027,-0.010330,-0.003332,-0.005447,-0.015151,-0.015151
-0.057149,-0.033632,-0.016931,-0.006227,0.000000,-0.002584,-0.012519,-0.012519
-0.057453,-0.034295,-0.017917,-0.007507,-0.000995,-0.002955,-0.012030,-0.012030
-0.058566,-0.035830,-0.019846,-0.009812,-0.003089,-0.004508,-0.012806,-0.012806
-0.060476,-0.038222,-0.022704,-0.013124,-0.006271,-0.007236,-0.014846,-0.014846
-0.063165,-0.041455,-0.026473,-0.017427,-0.010529,-0.011133,-0.018152,-0.018152
-0.064798,-0.043382,-0.028695,-0.019945,-0.013058,-0.013518,-0.020279,-0.020279
-0.064798,-0.043382,-0.028695,-0.019945,-0.013058,-0.013518,-0.020279,-0.020279
-0.064798,-0.043382,-0.028695,-0.019945,-0.013058,-0.013518,-0.020279,-0.020279
-0.064798,-0.043382,-0.028695,-0.019945,-0.013058,-0.013518,-0.020279,-0.020279
-0.064798,-0.043382,-0.028695,-0.019945,-0.013058,-0.013518,-0.020279,-0.020279
-0.064798,-0.043382,-0.028695,-0.019945,-0.013058,-0.013518,-0.020279,-0.020279
