-0.012496,-0.004174,-0.003462,-0.009216,-0.025269,-0.048875,-0.078385,-0.078385
-0.006115,0.000000,-0.001410,-0.009180,-0.029406,-0.056253,-0.088247,-0.088247
-0.006200,-0.001039,-0.003191,-0.011519,-0.031966,-0.058693,-0.090336,-0.090336
-0.012287,-0.006568,-0.007801,-0.014939,-0.031481,-0.054375,-0.082341,-0.082341
-0.019831,-0.013432,-0.013671,-0.019577,-0.032066,-0.051077,-0.075395,-0.075395
-0.028816,-0.021623,-0.020796,-0.025434,-0.033735,-0.048825,-0.069536,-0.069536
-0.039220,-0.031127,-0.029171,-0.032512,-0.036503,-0.047644,-0.064802,-0.064802
-0.044947,-0.036367,-0.033825,-0.036509,-0.038303,-0.047463,-0.062870,-0.062870
-0.044947,-0.036367,-0.033825,-0.036509,-0.038303,-0.047463,-0.062870,-0.062870
-0.044947,-0.036367,-0.033825,-0.036509,-0.038303,-0.047463,-0.062870,-0.062870
-0.044947,-0.036367,-0.033825,-0.036509,-0.038303,-0.047463,-0.062870,-0.062870
-0.044947,-0.036367,-0.033825,-0.036509,-0.038303,-0.047463,-0.062870,-0.062870
-0.044947,-0.036367,-0.033825,-0.036509,-0.038303,-0.047463,-0.062870,-0.062870
