-5.938804,-6.360662,-9.746089,-13.587603,-9.494486,-7.401106,-5.363199,-4.927276,-5.404334,-7.304023,-9.952521,-11.631254,-9.959686,-7.509835,-6.589916,-6.381805,-6.266734,-6.563452,-6.752976,-7.160889,-5.860510,-3.891227,-2.716969,-2.111775,-1.745385,-1.726310,-2.014461,-2.551120,-3.232276,-4.147875,-5.204822,-5.748787,-5.456973,-4.326091,-3.084250,-2.360255,-2.331836,-2.867188,-4.325378,-6.025040,-7.437710,-7.710057,-6.797526,-5.633286,-4.449159,-3.591131,-3.155935,-2.962675,-2.785908,-2.996414,-3.421896,-3.679910,-3.856621,-3.753309,-3.772309,-3.607780,-3.898758,-4.654295,-5.907555,-6.706034,-7.515945,-6.085167,-4.464004,-3.492395,-3.036770,-2.959212,-3.302093,-4.265092,-6.446030,-5.753730,-5.695899,-4.567161,-4.567161
-7.205302,-7.191025,-7.495886,-7.885969,-7.968487,-8.112958,-9.042802,-14.929735,-21.788284,-18.541602,-11.055422,-8.029499,-6.546573,-5.864547,-5.677152,-5.605568,-6.264143,-7.291475,-7.747538,-7.081232,-5.839672,-4.906815,-4.013361,-3.415700,-3.072596,-2.942984,-3.087297,-3.389648,-3.779312,-4.238529,-4.860672,-5.477817,-5.693686,-5.197072,-4.293776,-3.510394,-3.154613,-3.409178,-4.293299,-6.154546,-8.313092,-8.972862,-7.483336,-5.776014,-4.036900,-2.833853,-2.182956,-1.994208,-2.304740,-2.983272,-3.763511,-4.971183,-6.589972,-8.330314,-9.601281,-9.356155,-8.639429,-8.069586,-8.436232,-8.744821,-9.352985,-9.435598,-8.597673,-8.125624,-8.386131,-9.464209,-11.892024,-14.426833,-16.099137,-13.807906,-10.882897,-8.938189,-8.938189
-4.263533,-4.477049,-5.988029,-7.933276,-9.736526,-10.291656,-7.270479,-5.032957,-3.495109,-2.700388,-2.662309,-3.033997,-3.474971,-3.905490,-4.375055,-5.744150,-6.585339,-8.008664,-8.060543,-7.112916,-6.410345,-5.474901,-4.271175,-3.577401,-3.386200,-3.699473,-3.690378,-4.003342,-4.590323,-5.454782,-6.368470,-7.002049,-6.668563,-5.641388,-4.555499,-3.654252,-3.333505,-3.645371,-4.617592,-6.643265,-9.321931,-9.945337,-7.874572,-5.679910,-4.249177,-3.128558,-2.272487,-1.645207,-1.391291,-1.661639,-2.455485,-3.694379,-4.765489,-6.828572,-8.296337,-8.446524,-7.271938,-6.092332,-5.744723,-5.782751,-5.771402,-5.602964,-5.398813,-5.583803,-6.472744,-9.310286,-11.674138,-13.097939,-10.845307,-7.991324,-5.588727,-4.146921,-4.146921
-9.739759,-10.503169,-13.843442,-17.211281,-13.565505,-8.877413,-5.837233,-3.795985,-2.446279,-1.757716,-1.555356,-1.666673,-2.148003,-2.809331,-3.741780,-5.131351,-5.090076,-5.420876,-5.243466,-5.118241,-4.937695,-4.734737,-4.170299,-3.724654,-4.063318,-4.373498,-4.673775,-5.442058,-6.267502,-7.848267,-9.800256,-11.211960,-10.401043,-7.715732,-5.352976,-3.966394,-3.098125,-3.182988,-3.756287,-4.766137,-6.306406,-7.794076,-7.324084,-5.960960,-4.539067,-3.562020,-2.670247,-2.190049,-1.939319,-1.885121,-2.160748,-2.688279,-3.401400,-4.420838,-5.664514,-6.563931,-6.364722,-4.928614,-3.551884,-2.698773,-2.091366,-1.927478,-1.898006,-2.152634,-2.861745,-3.989203,-5.431588,-7.517630,-9.169715,-9.507758,-8.497757,-7.641333,-7.641333
-3.798226,-4.109417,-6.275570,-10.542158,-13.367572,-9.887797,-6.307038,-4.324805,-2.833045,-1.834533,-1.260970,-1.013704,-1.068551,-1.325925,-1.524924,-2.029167,-2.558853,-3.086333,-3.435389,-3.787830,-4.138752,-4.422954,-4.283445,-4.055751,-3.511993,-3.620424,-4.073158,-4.909248,-5.613418,-6.751695,-7.918551,-8.817610,-8.745796,-7.122142,-5.002828,-3.463111,-2.780615,-2.963532,-3.806802,-5.293669,-7.270526,-8.875394,-9.982650,-9.441094,-7.812227,-6.124188,-4.691766,-3.797532,-3.042932,-2.532331,-2.540562,-2.721970,-2.960316,-3.350146,-3.874523,-4.175109,-3.972489,-3.139137,-2.041824,-1.428817,-1.203500,-1.205412,-1.555501,-2.213448,-2.998721,-4.231608,-6.420498,-9.284856,-12.665064,-12.708643,-9.283141,-6.019847,-6.019847
-2.027193,-2.111359,-3.063262,-5.007822,-7.687676,-9.370779,-8.700409,-6.670433,-4.782415,-3.224953,-2.174000,-1.605527,-1.241438,-1.110841,-1.151030,-1.351373,-1.756218,-2.343689,-2.886945,-3.267402,-3.515946,-3.614123,-3.896891,-3.058290,-3.056200,-3.472656,-3.953121,-4.701885,-5.255117,-5.904772,-6.338524,-6.216055,-5.752264,-4.617686,-3.455887,-2.348462,-1.719888,-1.568224,-2.119293,-3.151390,-4.541892,-5.962287,-7.414851,-8.084702,-7.836002,-6.993583,-6.021833,-4.927766,-4.141147,-3.518880,-3.170279,-2.964447,-2.897153,-2.761854,-2.679172,-2.496759,-2.206148,-1.897349,-1.301595,-0.877134,-0.676451,-0.804251,-1.362738,-2.391870,-3.867294,-5.520389,-7.877771,-9.981607,-9.637267,-6.935080,-4.605688,-2.967381,-2.967381
-2.223029,-2.289670,-2.813408,-3.463029,-4.816135,-6.292222,-7.040921,-6.599608,-4.125947,-2.566110,-1.715861,-1.422769,-1.573807,-1.866945,-2.169419,-2.513635,-2.801134,-3.247161,-3.355244,-3.517905,-3.279983,-3.134713,-2.689742,-2.614628,-2.744147,-3.274785,-4.061946,-3.949003,-4.363011,-4.505861,-4.373068,-4.162524,-3.431026,-2.711757,-2.084656,-1.354679,-0.876449,-0.722798,-0.883756,-1.385203,-2.100473,-3.095243,-4.143815,-5.197253,-5.662854,-5.676531,-5.300911,-4.628735,-3.783675,-2.643000,-2.200824,-2.302941,-2.520261,-2.814524,-3.176719,-3.262346,-3.316448,-3.592766,-3.698132,-3.384862,-3.121558,-2.968318,-3.300395,-4.519900,-7.174583,-11.310437,-14.954354,-12.940020,-8.848049,-6.061037,-4.211468,-2.920839,-2.920839
-1.209005,-1.243133,-1.411441,-1.505064,-1.785861,-2.646729,-3.930362,-5.841493,-8.223649,-9.478381,-10.093453,-8.906534,-8.778531,-7.580677,-6.858755,-6.515062,-6.505552,-5.981298,-5.598477,-5.027288,-4.738466,-4.350273,-4.028493,-3.852826,-3.785392,-3.693602,-3.470518,-3.333738,-3.189002,-2.966510,-2.519963,-1.981500,-1.452921,-1.079617,-0.762832,-0.497551,-0.409242,-0.469062,-0.613021,-0.867367,-1.188120,-1.567924,-2.182674,-2.597086,-3.091103,-3.635447,-4.158377,-4.282204,-4.252668,-3.933445,-3.753095,-3.601408,-4.168857,-4.457786,-5.286126,-6.191211,-6.805632,-7.552708,-8.704265,-9.691644,-10.865408,-11.706659,-10.975420,-8.937496,-6.820195,-5.243247,-3.547591,-2.473308,-1.825654,-1.456915,-1.268510,-1.169728,-1.169728
-0.313084,-0.275199,-0.175612,-0.231651,-0.479131,-1.041064,-1.754705,-2.812413,-4.075939,-5.598671,-7.033476,-8.826235,-11.353546,-13.907260,-17.256166,-19.156712,-15.317064,-13.467387,-12.376526,-11.026026,-9.402888,-8.431576,-7.489738,-6.161880,-5.532535,-4.900171,-4.340857,-3.608289,-3.130432,-2.601617,-2.132327,-1.747911,-1.331854,-1.008314,-0.668818,-0.388217,-0.200077,-0.132873,-0.142977,-0.260269,-0.480628,-0.761635,-1.113049,-1.478342,-1.851763,-2.321232,-2.802743,-3.791894,-5.061414,-6.967783,-9.722946,-13.341853,-16.332239,-16.111509,-15.580768,-13.326831,-11.338437,-10.026741,-8.956515,-8.255479,-7.443099,-6.554870,-5.745226,-4.921279,-4.295147,-5.298029,-3.120214,-2.385815,-1.866698,-1.444722,-1.075607,-0.725227,-0.725227
-0.101333,-0.070245,0.000000,-0.064826,-0.260532,-0.602196,-1.052798,-1.618104,-2.205928,-2.844903,-3.664147,-4.619820,-5.537188,-6.739019,-8.510194,-10.683007,-13.374673,-15.599401,-16.224560,-14.163103,-12.823203,-10.859570,-9.322963,-7.842977,-6.809913,-5.971324,-5.252274,-4.636017,-3.969363,-3.524422,-2.780974,-2.342912,-1.711601,-1.288278,-0.964414,-0.666746,-0.479980,-0.331830,-0.221575,-0.184050,-0.231608,-0.371735,-0.703389,-1.316755,-2.282311,-3.052295,-4.819068,-6.786602,-8.806303,-10.915562,-12.947494,-14.973585,-17.139422,-18.447610,-17.140228,-15.574167,-12.168953,-9.574518,-7.691716,-6.410723,-5.096407,-4.309984,-3.533181,-3.085837,-2.624386,-2.228048,-1.867261,-1.558368,-1.267571,-1.004798,-0.714796,-0.460892,-0.460892
