-0.319741,-0.289371,-0.265782,-0.248251,-0.231929,-0.227062,-0.231522,-0.231522
-0.227287,-0.200193,-0.180435,-0.167124,-0.159155,-0.161628,-0.172511,-0.172511
-0.167332,-0.143318,-0.126834,-0.116906,-0.113961,-0.121019,-0.136066,-0.136066
-0.126333,-0.104877,-0.090838,-0.083243,-0.082619,-0.092164,-0.109785,-0.109785
-0.090835,-0.071772,-0.060031,-0.054640,-0.055810,-0.067548,-0.087639,-0.087639
-0.060739,-0.043896,-0.034302,-0.030980,-0.033419,-0.047055,-0.069503,-0.069503
-0.035927,-0.021127,-0.013523,-0.012135,-0.015323,-0.030561,-0.055248,-0.055248
-0.021260,-0.008314,-0.002567,-0.003014,-0.007330,-0.023627,-0.049323,-0.049323
-0.014738,-0.003748,0.000000,-0.002444,-0.008680,-0.025826,-0.051553,-0.051553
-0.010573,-0.001727,-0.000160,-0.004777,-0.012979,-0.031116,-0.057084,-0.057084
-0.008595,-0.002053,-0.002822,-0.009757,-0.019970,-0.039237,-0.065651,-0.065651
-0.008646,-0.004541,-0.007772,-0.017146,-0.029412,-0.049942,-0.076999,-0.076999
-0.008346,-0.004916,-0.008784,-0.018762,-0.032665,-0.053940,-0.081062,-0.081062
