-0.101586,-0.083582,-0.071008,-0.063281,-0.055558,-0.055131,-0.060867,-0.060867
-0.072000,-0.054939,-0.043296,-0.036468,-0.029630,-0.030063,-0.036625,-0.036625
-0.056264,-0.039534,-0.028201,-0.021662,-0.015608,-0.016683,-0.023767,-0.023767
-0.051920,-0.034583,-0.022623,-0.015457,-0.010051,-0.011538,-0.018844,-0.018844
-0.048920,-0.030904,-0.018265,-0.010433,-0.005693,-0.007665,-0.015310,-0.015310
-0.047240,-0.028480,-0.015112,-0.006584,-0.002528,-0.005059,-0.013162,-0.013162
-0.046854,-0.027290,-0.013150,-0.003897,-0.000548,-0.003713,-0.012397,-0.012397
-0.047138,-0.027151,-0.012612,-0.002987,0.000000,-0.003511,-0.012530,-0.012530
-0.047138,-0.027151,-0.012612,-0.002987,0.000000,-0.003511,-0.012530,-0.012530
-0.047138,-0.027151,-0.012612,-0.002987,0.000000,-0.003511,-0.012530,-0.012530
-0.047138,-0.027151,-0.012612,-0.002987,0.000000,-0.003511,-0.012530,-0.012530
-0.047138,-0.027151,-0.012612,-0.002987,0.000000,-0.003511,-0.012530,-0.012530
-0.047138,-0.027151,-0.012612,-0.002987,0.000000,-0.003511,-0.012530,-0.012530
