-0.160376,-0.165996,-0.176130,-0.190119,-0.212754,-0.241148,-0.274262,-0.274262
-0.110318,-0.116618,-0.127635,-0.142667,-0.165097,-0.192907,-0.225123,-0.225123
-0.071166,-0.077282,-0.088209,-0.103231,-0.124620,-0.151248,-0.182163,-0.182163
-0.041218,-0.045419,-0.054453,-0.067624,-0.086594,-0.110929,-0.139657,-0.139657
-0.019801,-0.021401,-0.027890,-0.038594,-0.054291,-0.075592,-0.101493,-0.101493
-0.007876,-0.006166,-0.009435,-0.017030,-0.028502,-0.045944,-0.068307,-0.068307
-0.006369,-0.000635,0.000000,-0.003833,-0.010031,-0.022707,-0.040753,-0.040753
-0.015424,-0.006349,-0.002359,-0.002864,-0.004411,-0.012533,-0.026169,-0.026169
-0.028324,-0.017051,-0.010710,-0.008774,-0.007186,-0.011733,-0.021506,-0.021506
-0.043422,-0.029877,-0.021130,-0.016712,-0.012086,-0.013135,-0.019093,-0.019093
-0.060728,-0.044855,-0.033667,-0.026746,-0.019207,-0.016869,-0.019095,-0.019095
-0.080250,-0.062015,-0.048368,-0.038939,-0.028644,-0.023065,-0.021682,-0.021682
-0.109019,-0.088129,-0.071587,-0.059085,-0.047529,-0.040288,-0.036929,-0.036929
